-2.1808419 0.0000000 0.9464885
-1.9906793 0.0000000 1.0809940
-1.9651603 0.0000000 1.1245134
-1.8068763 0.0000000 1.0556606
-1.7992297 0.0000000 1.1183924
-1.6581934 0.0000000 1.0573763
-1.6356766 0.0000000 1.1203588
-1.6338294 0.0000000 1.2271617
-1.6317198 0.0000000 0.9307145
-1.5972760 0.0000000 1.1046024
-1.5440044 0.0000000 1.1414709
-1.4356729 0.0000000 1.0471884
-1.3570474 0.0000000 1.0865282
-1.3464027 0.0000000 0.9161551
-1.2698177 0.0000000 1.2034078
-1.2221674 0.0000000 1.2237887
-1.2097892 0.0000000 0.9756094
-1.1226142 0.0000000 1.0949480
-1.0877664 0.0000000 1.0060951
-1.0310459 0.0000000 0.9972546
-0.9806908 0.0000000 1.0305554
-0.9488025 0.0000000 1.0796815
-0.9042185 0.0000000 1.0517246
-0.8280581 0.0000000 0.8507720
-0.7993813 0.0000000 0.9370434
-0.7131246 0.0000000 1.0579052
-0.7024216 0.0000000 1.0521599
-0.6844988 0.0000000 0.9811002
-0.5615697 0.0000000 1.0692163
-0.5322503 0.0000000 0.9887556
-0.4742605 0.0000000 1.0127599
-0.4654778 0.0000000 1.0603967
-0.4597779 0.0000000 1.0341789
-0.4544197 0.0000000 1.0232236
-0.3587951 0.0000000 1.0454293
-0.3229570 0.0000000 1.0518273
-0.1236791 0.0000000 1.1150664
-0.1131781 0.0000000 0.8977955
-0.0242069 0.0000000 1.0123161
0.0341211 0.0000000 1.1571060
0.0377272 0.0000000 0.9885028
0.0447166 0.0000000 1.0979047
0.1030879 0.0000000 0.9830316
0.1289598 0.0000000 1.1969754
0.2706390 0.0000000 1.0410299
0.3521878 0.0000000 0.9591619
0.3553572 0.0000000 1.0153984
0.3773476 0.0000000 1.0413898
0.3868955 0.0000000 1.1173110
0.4282682 0.0000000 1.0011711
0.5116751 0.0000000 0.9425779
0.5214028 0.0000000 0.8870332
0.5986305 0.0000000 1.0895273
0.6169332 0.0000000 1.0311508
0.6592115 0.0000000 0.9950741
0.6726613 0.0000000 0.9370692
0.7971929 0.0000000 1.0775649
0.8056700 0.0000000 0.8169450
0.8771854 0.0000000 1.1224994
0.9008002 0.0000000 0.8376027
0.9042761 0.0000000 1.0542901
0.9606421 0.0000000 0.9719452
1.2177253 0.0000000 1.2930295
1.2561639 0.0000000 1.0984457
1.3247045 0.0000000 1.0138591
1.3341073 0.0000000 0.9564476
1.3588810 0.0000000 1.1975539
1.3844027 0.0000000 1.0970239
1.4885529 0.0000000 0.9261724
1.4966679 0.0000000 0.8393430
1.5790839 0.0000000 1.0135091
1.6252674 0.0000000 1.0430879
1.6621079 0.0000000 0.9847815
1.6780469 0.0000000 1.0297663
1.7209018 0.0000000 1.0091946
1.7291062 0.0000000 1.2271305
1.8046058 0.0000000 0.9677952
1.9804902 0.0000000 1.0567127
1.9898433 0.0000000 1.1560483
2.0105491 0.0000000 1.1898494
2.0142114 0.0000000 1.0631234
2.0171459 0.0000000 0.9473566
2.1506981 0.0000000 0.8400107
2.1814555 0.0000000 0.9743083
2.1918522 0.0000000 1.0838999
2.2246270 0.0000000 0.8208213
2.2640895 0.0000000 1.1194106
2.2967964 0.0000000 1.0749054
2.4747128 0.0000000 1.0140456
2.4892801 0.0000000 1.1650885
2.5079653 0.0000000 1.1290992
2.5627703 0.0000000 0.9409915
2.5995915 0.0000000 1.0576564
2.6184161 0.0000000 0.9644378
2.7280472 0.0000000 1.1210158
2.8744450 0.0000000 1.1456909
2.9005973 0.0000000 0.9840179
2.9185613 0.0000000 0.9107336
3.1023458 0.0000000 1.0282437
3.1477118 0.0000000 1.0183078
