-1.9999557 1.0000000 0.0000000 1.0000000
-1.9994333 1.0000000 0.1004392 1.0000000
-1.9885605 1.0000000 0.0374425 1.0000000
-1.9769363 1.0000000 0.0000000 1.0000000
-1.9595804 1.0000000 0.1265989 1.0000000
-1.9494311 1.0000000 0.0000000 1.0000000
-1.9453706 1.0000000 0.0000000 1.0000000
-1.9452490 1.0000000 0.0000000 1.0000000
-1.9420951 1.0000000 0.1197953 1.0000000
-1.9386497 1.0000000 0.0000000 1.0000000
-1.9333875 1.0000000 0.0000000 1.0000000
-1.9306674 1.0000000 0.1697708 1.0000000
-1.9266167 1.0000000 0.0000000 1.0000000
-1.9235607 1.0000000 0.0274681 1.0000000
-1.9222952 1.0000000 0.1507689 1.0000000
-1.9220068 1.0000000 0.0333463 1.0000000
-1.9219720 1.0000000 0.1196781 1.0000000
-1.9191108 1.0000000 0.0728242 1.0000000
-1.9097856 1.0000000 0.1684370 1.0000000
-1.9083792 1.0000000 0.1521125 1.0000000
-1.9011460 1.0000000 0.0904997 1.0000000
-1.8931727 1.0000000 0.0641322 1.0000000
-1.8871858 1.0000000 0.2166713 1.0000000
-1.8680023 1.0000000 0.3356244 1.0000000
-1.8677965 1.0000000 0.0878947 1.0000000
-1.8546669 1.0000000 0.2290257 1.0000000
-1.8468342 1.0000000 0.0334483 1.0000000
-1.8465457 1.0000000 0.1681818 1.0000000
-1.8412082 1.0000000 0.1766230 1.0000000
-1.8349771 1.0000000 0.1935198 1.0000000
-1.8328887 1.0000000 0.1968502 1.0000000
-1.8155231 1.0000000 0.2280353 1.0000000
-1.8081779 1.0000000 0.3061356 1.0000000
-1.8077076 1.0000000 0.2180122 1.0000000
-1.8056079 1.0000000 0.2369202 1.0000000
-1.8009674 1.0000000 0.1791914 1.0000000
-1.7795016 1.0000000 0.4297726 1.0000000
-1.7769496 1.0000000 0.1988813 1.0000000
-1.7721779 1.0000000 0.2276693 1.0000000
-1.7713191 1.0000000 0.1756874 1.0000000
-1.7699231 1.0000000 0.2404319 1.0000000
-1.7663013 1.0000000 0.2044994 1.0000000
-1.7521394 1.0000000 0.4387712 1.0000000
-1.7509834 1.0000000 0.3794930 1.0000000
-1.7507304 1.0000000 0.1702824 1.0000000
-1.7451154 1.0000000 0.2383157 1.0000000
-1.7400586 1.0000000 0.1841105 1.0000000
-1.7225045 1.0000000 0.3475508 1.0000000
-1.7182365 1.0000000 0.3107129 1.0000000
